image_nr,precision,recall,score
268074.jpg,0.12915619920200974,0.09108910891089109,0.1068329055127735
207038.jpg,0.1539346525540727,0.10515561144294247,0.12495330593948449
141048.jpg,0.12819018762382006,0.0933786078098472,0.10804970286331714
181021.jpg,0.35837198862786174,0.12015251091155371,0.17996693718064322
35049.jpg,0.1565826707990837,0.08265168219645778,0.10819366852886407
163004.jpg,0.2393961179007908,0.09596541786743516,0.13700884591647808
130066.jpg,0.17718832891246683,0.06325757575757576,0.09323098394975576
109055.jpg,0.06838742329347758,0.09322180062090377,0.07889647118928586
145059.jpg,0.2163323782234957,0.11894722209350818,0.15349657667354322
226022.jpg,0.18405151064883607,0.10388012971038801,0.13280440298774168
296058.jpg,0.22926279093612223,0.0979155719040112,0.1372242167602565
112056.jpg,0.3641223641223641,0.11640714014432206,0.17641556946542913
157087.jpg,0.258433344145313,0.13719919066683886,0.17924130367537472
101027.jpg,0.21010209564750135,0.12648604933279417,0.15790802160634054
108004.jpg,0.199814843388366,0.09345457169661543,0.12734782181138754
326085.jpg,0.12146892655367232,0.1447506837786661,0.13209177306326197
175083.jpg,0.16650414431984398,0.10666319625195211,0.13002919152176673
118031.jpg,0.1912938555782439,0.11036735568169648,0.13997555012224938
317043.jpg,0.10700410700410701,0.08562039257482902,0.09512532070258536
388018.jpg,0.3597989949748744,0.15702902258937057,0.21863708076746907
267036.jpg,0.2716318420715293,0.08712276950908643,0.13193039255362202
285022.jpg,0.23111806098514465,0.09634941329856585,0.13600184034966645
196040.jpg,0.16796711717988017,0.10618338765084119,0.13011332973556394
326025.jpg,0.16359194676101424,0.136357253194776,0.14873817638724007
385022.jpg,0.17220027757019324,0.11241201477454875,0.13602631135098667
281017.jpg,0.21164898320070735,0.12131770668356034,0.15423025812427013
306051.jpg,0.23537604456824512,0.1130921084078199,0.15277822619701031
41029.jpg,0.17713464696223316,0.09975148818124024,0.12762968166524938
187099.jpg,0.17586674414100328,0.09352629139413916,0.12211276602898162
69022.jpg,0.0697283150548355,0.09785745518146043,0.08143215806134702
130014.jpg,0.18942535545023698,0.08008766437069505,0.11257811812340462
257098.jpg,0.22095238095238096,0.10610218215079054,0.14336158192090395
306052.jpg,0.11455066139369971,0.09618687736173136,0.10456865430100835
107014.jpg,0.33110976349302607,0.08209291835814163,0.13156626506024097
23050.jpg,0.31090924672208414,0.11125080494311736,0.16386630532972
217090.jpg,0.22941176470588234,0.14713595583160802,0.17928521373510864
335094.jpg,0.28838776083091605,0.13001476481754903,0.1792277273784601
14092.jpg,0.1758417301548292,0.07059694129255056,0.1007462686567164
235098.jpg,0.17410296411856474,0.08917536756871937,0.11794131116356078
41096.jpg,0.08786424025901529,0.1091236827509706,0.09734677469231244
36046.jpg,0.3785488958990536,0.12911034900141213,0.1925487639773354
230098.jpg,0.1756307451593976,0.10312948607522252,0.12995188307224775
108069.jpg,0.03905424200278164,0.12995186967789707,0.060059032382256065
10081.jpg,0.17296137339055795,0.10295495188623009,0.12907702984038863
16004.jpg,0.19065520945220193,0.12710347296813462,0.15252416756176154
48017.jpg,0.07900763358778626,0.11534603811434303,0.09377973089294613
140006.jpg,0.2522482014388489,0.12756523222102212,0.16944161286668932
33044.jpg,0.13922299095263438,0.12056410729099457,0.12922347362181386
183066.jpg,0.19719332204210016,0.1423705127085335,0.16535632766928732
253092.jpg,0.11872804251869201,0.11953564302557591,0.11913047408143898
187058.jpg,0.1068405399222146,0.10406685236768802,0.10543545747022633
87015.jpg,0.18760907504363003,0.1064971518203583,0.13586813418294802
196027.jpg,0.2993017096075126,0.0931295422192253,0.14205714285714285
290035.jpg,0.2741652021089631,0.13488327408973005,0.18081133290405668
78098.jpg,0.18907227472381205,0.12893124574540504,0.15331480532095734
